Places_name	Places_type	Places_city	Places_reference	Budget	timing
Maulvi Munir Tikka Shop	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Maulvi+Munir+Tikka+Shop+Circular+Rd+Pakistan+Chowk+Gujrat+Punjab+Pakistan	Low	Dinner
Lala Jee Hotel	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Lala+Jee+Hotel+GT+Road+Gujrat+Punjab+Pakistan	Low	FullDay
Shan Tikka	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Shan+Tikka+GTS+Chowk+Gujrat+Punjab+Pakistan	Low	Dinner
Marinate Restaurant	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Marinate+Restaurant+Grand+Trunk+Road+Bypass+Gujrat+Punjab+Pakistan	Moderate	MainMeals
Shahi Biryani Centre	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Shahi+Biryani+Centre+Sargodha+Road+GTS+Chowk+Railway+Road+Area+Gujrat+Punjab+Pakistan	Low	MainMeals
Shinwari Restaurant and Bar BQ	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Shinwari+Restaurant+and+Bar+BQ+Main+Grand+Trunk+Road+Mararian+Gujrat+Punjab+Pakistan	High	MainMeals
Don of Burgers	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Don+of+Burgers+Old+Grand+Trunk+Rd+near+Servis+Industries+opposite+Butt+Hospital+Gujrat+Punjab+Pakistan	Low	MainMeals
Mehmaan Cuisine	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Mehmaan+Cuisine+Grand+Trunk+Rd+near+Punjab+CNG+Wali+Masjid+Gujrat+Punjab+Pakistan	Moderate	MainMeals
Gujrati Biryani & Fast Food	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Gujrati+Biryani+%26+Fast+Food+Gujrat+Punjab+Pakistan	Low	MainMeals
Goga Nashta Center	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Goga+Nashta+Center+Gujrat+Punjab+Pakistan	Low	Breakfast
HakimÃ¢â‚¬â„¢s Restaurant	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Hakim%E2%80%99s+Restaurant+Gujrat+Punjab+Pakistan	Moderate	MainMeals
Second Cup Cafe	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Second+Cup+Cafe+near+Chenab+Toll+Plaza+Gujrat+Punjab+Pakistan	Moderate	Brunch
Gloria Jean's Coffees	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Gloria+Jean%27s+Coffees+Main+GT+Road+Gujrat+Punjab+Pakistan	Moderate	Brunch
Cloudz Cafe and Restaurant	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Cloudz+Cafe+and+Restaurant+Glorious+Mall+5th+Floor+GT+Road+Gujrat+Punjab+Pakistan	Moderate	MainMeals
Ricco's Cafe (Jinnah Road Branch)	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Ricco%27s+Cafe+Jinnah+Road+Gujrat+Punjab+Pakistan	Moderate	MainMeals
Ricco's Cafe (Shadiwal Road Branch)	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Ricco%27s+Cafe+Shadiwal+Road+Gujrat+Punjab+Pakistan	Moderate	MainMeals
Village Cafe	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Village+Cafe+near+Hayat+Stadium+Pholarwan+Gujrat+Punjab+Pakistan	Moderate	FullDay
Gujrat Cafeteria	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Gujrat+Cafeteria+Sargodha+Rd+GTS+Chowk+Mohalla+Faizabad+Railway+Road+Area+Gujrat+Punjab+Pakistan	Low	MainMeals
De Vita Coffee Bakery	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=De+Vita+Coffee+Bakery+Centre+Point+Plaza+Sargodha+Rd+GTS+Chowk+Gujrat+Punjab+Pakistan	Moderate	Brunch
Cone Delights	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Cone+Delights+Gujrat+Punjab+Pakistan	Low	Dinner
Chaaye Khana	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Chaaye+Khana+Gujrat+Punjab+Pakistan	Moderate	Brunch
Bombay Chowpatti	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Bombay+Chowpatti+Gujrat+Punjab+Pakistan	Moderate	MainMeals
Mirch Masaala	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Mirch+Masaala+Gujrat+Punjab+Pakistan	Moderate	MainMeals
Haveli Family Restaurant	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Haveli+Family+Restaurant+Gujrat+Punjab+Pakistan	High	MainMeals
Loaf n Leaf Signature Cuisine	Restaurant	Gujrat	https://www.google.com/maps/search/?api=1&query=Loaf+n+Leaf+Signature+Cuisine+Gujrat+Punjab+Pakistan	Moderate	Brunch
Hungry Haven	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Hungry+Haven+Sahiwal+Punjab+Pakistan	Moderate	Full Day
McDonald's	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=McDonald%27s+Sahiwal+Punjab+Pakistan	Moderate	Full Day
Ta'aam The Multi Cuisine	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Ta%27aam+The+Multi+Cuisine+22+Old+Civil+Line%2C+Main+Fateh+Sher+Road%2C+Sahiwal+Punjab+Pakistan	Moderate	Main Meals
Hafiz Food Corner	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Hafiz+Food+Corner+Sahiwal+Punjab+Pakistan	Low	Full Day
Chatkhara Original	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Chatkhara+Original+Sahiwal+Punjab+Pakistan	Moderate	Main Meals
Dua Biryani	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Dua+Biryani+Sahiwal+Punjab+Pakistan	Low	Lunch
Sonehri Restaurant Sahiwal	Restaurant	Sahiwal	https://maps.app.goo.gl/Rwfc4HUn6NpGxaFq7	Moderate	Full Day
Cheezious - Sahiwal, Near Pilot School	Restaurant	Sahiwal	https://maps.app.goo.gl/ATvV5LSqXxvAVb6y6	Moderate	Main Meals
Shahi Lal Qila Sahiwal	Restaurant	Sahiwal	https://maps.app.goo.gl/7pJdNnsmHKHxgQm37	High	Main Meals
Spice Villa Restaurant	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Spice+Villa+Restaurant+Main+Farid+Town+Masjid+Shohda+Road%2C+Sahiwal+Punjab+Pakistan	Moderate	Main Meals
Dera Sultan BBQ & Restaurant	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Dera+Sultan+BBQ+%26+Restaurant+Sahiwal+Punjab+Pakistan	Moderate	Main Meals
Shah Jahan Tikka House	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Shah+Jahan+Tikka+House+Sahiwal+Punjab+Pakistan	Low	Meals
Tasty Broast	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Tasty+Broast+Sahiwal+Punjab+Pakistan	Low	Main Meals
The Sarwar Inn	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=The+Sarwar+Inn+Sahiwal+Punjab+Pakistan	Moderate	Full Day
Roti Shoti Family	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Roti+Shoti+Family+Sahiwal+Punjab+Pakistan	Low	Main Meals
Sardar Sweets and Bakers Sahiwal	Restaurant	Sahiwal	https://maps.app.goo.gl/wVFHgvD2DDbmdFm57	Low	Breakfast
Salad Street	Restaurant	Sahiwal	https://maps.app.goo.gl/457b883BXWFK3wvs7	Low	Main Meals
Juice Shuce Sirki Chowk	Restaurant	Sahiwal	https://maps.app.goo.gl/sS59ujNjqc5jhBPg6	Low	Snacks
Karachi Naseeb Biryani Sahiwal	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Karachi+Naseeb+Biryani+Sahiwal+Punjab+Pakistan	Low	Main Meals
Cheezious - Sahiwal, Palm View Market	Restaurant	Sahiwal	https://maps.app.goo.gl/CUo6UwaZoqskMbFj8	Moderate	Main Meals
KR Restaurant	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=KR+Restaurant+Sahiwal+Punjab+Pakistan	Low	Main Meals
H & A CafÃƒÂ©	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=H+%26+A+Caf%C3%A9+27+Tariq+Bin+Ziyad+Rd%2C+Sahiwal+Punjab+Pakistan	Moderate	Full Day
Sahilite Point	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Sahilite+Point+Sahiwal+Punjab+Pakistan	Low	MainMeals
CafÃƒÂ© Zero	Restaurant	Sahiwal	https://www.google.com/maps/search/?api=1&query=Caf%C3%A9+Zero+Sahiwal+Punjab+Pakistan	Moderate	MainMeals
Company Bagh (Captain Safdar Shaheed Park)	Recreational / Historical Park	Okara	https://maps.app.goo.gl/A4ABnXzAixKUYzJy9	Low	All-day
Jinnah Park Okara	Recreational Park	Okara	https://maps.app.goo.gl/GkwSfyoLwZbxHELe6	Low	All-day
Western Okara ByPass Park	Recreational Park	Okara	https://maps.app.goo.gl/hVRRwWRdYQ3GEYyV8	Low	All-day
Dr. Ijaz Imam Rizwi Park	Recreational Park	Okara	https://maps.app.goo.gl/m3XgEf8b6Vws61gv8	Low	All-day
Family Park	Family / Recreational Park	Okara	https://maps.app.goo.gl/1nR6qfMnitfZnE5E9	Low	Afternoon
Cantt Family Park	Family / Recreational Park	Okara	https://maps.app.goo.gl/uVQPecMvZjTV5E8A7	Low	All-day
Mian Muhammad Zaman Public Park Okara	Public / Recreational Park	Okara	https://maps.app.goo.gl/UroTRsfHRMABdmx59	Low	Afternoon
Gulberg City Park	Recreational Park	Okara	https://maps.app.goo.gl/Az5RBbi3iYXq52ng9	Low	Evening
Al Barq Park	Recreational Park	Okara	https://maps.app.goo.gl/D476CMEZrphz97BQA	Low	Afternoon
Mian Ismael Chaudhry Park	Recreational Park	Okara	https://maps.app.goo.gl/RbykvVXQKNpibpiH7	Low	Afternoon
Fareed-ud-Din Water Park and Joyland	Water Park / Amusement Park	Okara	https://maps.app.goo.gl/6MBigJde94euf9cS6	Moderate	All-day
Gateway Mall Okara	Shopping Mall / Commercial Center	Okara	https://maps.app.goo.gl/s9nzBaMUicdcdMVs7	Low	All-day
Jamia masjid hanfia Main Seith Colony	Religious Site (Mosque)	Okara	https://maps.app.goo.gl/suvb4GZv6DheKu5x8	Low	All-day
Jamia Masjid Usmania, Gol Chowk Masjid	Religious Site (Mosque)	Okara	https://maps.app.goo.gl/Zw4Zd1wMnK8FkcWDA	Low	Afternoon
Beauty of pakistan	Scenic Viewpoint	Okara	https://maps.app.goo.gl/8abvRfCo2tWHzeF38	Low	All-day
Clock Tower	Historical Landmark	Rahim Yar Khan	https://maps.app.goo.gl/tnmWUBAHZ4fk61F68	Low	Afternoon
City Square	Public Square / Landmark	Rahim Yar Khan	https://maps.app.goo.gl/r3XGniRAAcRhesX86	Low	Night
Royal Garden Main Park	Recreational Park	Rahim Yar Khan	https://maps.app.goo.gl/XH5XVyAu7vjEpk1s7	Low	Evening
Jugnoo park	Recreational Park	Rahim Yar Khan	https://maps.app.goo.gl/7xgRzJW7TUy25gMi7	Low	All-day
Rahim Yar Khan Wildlife Park	Wildlife Park	Rahim Yar Khan	https://maps.app.goo.gl/UavqrYMiN6sogaUX9	Moderate	Afternoon
Al-Hamra Park	Recreational Park	Rahim Yar Khan	https://maps.app.goo.gl/LLDWCopkVc8vPRXTA	Low	All-day
City Park	Recreational Park	Rahim Yar Khan	https://maps.app.goo.gl/Yo3LcCcumrTnTT9EA	Low	All-day
gulshan hadeed park	Recreational Park	Rahim Yar Khan	https://maps.app.goo.gl/onB6L6UPMdmw14sAA	Low	Afternoon
Kasur Museum	Museum	Kasur	https://maps.app.goo.gl/8YX18ZVoK6Y7sRbV6	Low	Afternoon
Nadeem park	Recreational Park	Kasur	https://maps.app.goo.gl/AQKhJ4DBpUxcZ9ed7	Low	All-day
Mori Gate Kasur	Historical Gate	Kasur	https://maps.app.goo.gl/3ivVkM4TjPp1kygQ6	Low	All-day
Jori Nehar	Natural / Scenic Canal Area	Kasur	https://maps.app.goo.gl/DWEF2PANo5AqkRNH6	Low	All-day
Kashmir Park	Park	Dera Ghazi Khan	https://maps.app.goo.gl/Z2dqeA2Ef7zkA7446	Low	Evening
Madni Park	Park	Dera Ghazi Khan	https://maps.app.goo.gl/4cLAJhR66WQBvdYx9	Low	All-day
D.G. Khan Zoo	Zoo	Dera Ghazi Khan	https://maps.app.goo.gl/56Q4fpxtfK6hBigG9	Low	All-day
Ghazi Park	Recreational Park	Dera Ghazi Khan	https://maps.app.goo.gl/vCCGGbRsDAPCm26x5	Low	Afternoon
Mughal Gardens Wah	Historical	Wah Cantonment	https://maps.app.goo.gl/PBQPMJDQj7ZBne8CA	Low	All-day
Jinnah Park	Adventure/Natural	Wah Cantonment	https://maps.app.goo.gl/qoCCNDtLhBbK2JbV8	Low	All-day
Fresh water pool	Adventure/Natural	Wah Cantonment	https://maps.app.goo.gl/q23nPFbHnUrZi1A67	Moderate	Afternoon
Zebra Point	Adventure/Natural	Wah Cantonment	https://maps.app.goo.gl/pSVpuZQ6mrSWKrPC9	Low	Afternoon
Museum of the Future Replica	Cultural	Wah Cantonment	https://maps.app.goo.gl/mw4khP1XDduMpPeC7	Low	Evening
25 Area park	Recreational	Wah Cantonment	https://maps.app.goo.gl/Zi3N1Asfozr9CmGfA	Low	All-day
Gulistan Colony Family Park	Recreational	Wah Cantonment	https://maps.app.goo.gl/Jug55Boqx9DdvPP57	Low	All-day
Basti Gol Rest Park	Recreational	Wah Cantonment	https://maps.app.goo.gl/XDqRksNDLpixA9YP7	Low	All-day
Anwaar Chowk Park	Recreational	Wah Cantonment	https://maps.app.goo.gl/qoGBFthD6iJR7ehQA	Low	All-day
Bilal Joiya Park	Recreational	Burewala	https://maps.app.goo.gl/VESnUVwVHtuxX6wNA	Low	All-day
Joyland	Recreational	Burewala	https://maps.app.goo.gl/XLmy3rA4b2p6VrNy8	Moderate	Evening
Fine City Park	Recreational	Burewala	https://maps.app.goo.gl/CvJy4uszwTuWRNHA7	Low	All-day
City Housing Society Main Park	Recreational	Burewala	https://maps.app.goo.gl/g84Rvmp2qYWkVeMt6	Low	All-day
Al-Hamd City Park	Recreational	Burewala	https://maps.app.goo.gl/c2c9knq1pcaAhmU17	Low	All-day
Khadija-tul-kubra Park	Recreational	Burewala	https://maps.app.goo.gl/dbX9S4JdosAbA3Nv8	Low	All-day
Sanatami Mandir	Religious	Burewala	https://maps.app.goo.gl/a6jcemLuaJdfPqWB9	Low	Morning
Royal Garden Park	Recreational	Burewala	https://maps.app.goo.gl/Y6DGLm9Ezv5AVWvt5	Low	All-day
Adventure Valley Family Park	Adventure/Natural	Hafizabad	https://maps.app.goo.gl/JRBt4ASH2dUWodVHA	Moderate	Evening
Misri Khan Park	Recreational	Hafizabad	https://maps.app.goo.gl/zpE4o3in9se7h7nV6	Low	All-day
Atif ka Garden	Garden	Hafizabad	https://maps.app.goo.gl/xzP6JGrHzZNtuixY9	Low	All-day
Tulip City Park	Park	Hafizabad	https://maps.app.goo.gl/YDpJNUEAqLFbGPQA6	Low	All-day
Tulip City Zoo	Zoo	Hafizabad	https://maps.app.goo.gl/DP4FdF2ZtCcnF2ie6	Moderate	Afternoon
Shimla Hills Chiniot	Hill/Viewpoint	Chiniot	https://maps.app.goo.gl/RU3MfCB9gCohonaQ9	Low	All-day
Chenab Hills	Hills	Chiniot	https://maps.app.goo.gl/hMSXpRswsC3XzKYR6	Low	All-day
Chowk Shori Pippli	Town Square/Chowk	Chiniot	https://maps.app.goo.gl/uAmVHAEPNw4XmEMH7	Low	All-day
Umar Hayat Mahal Library (Gulzar Manzil)	Library	Chiniot	https://maps.app.goo.gl/LkGXnhi22S6crwGk8	Low	Afternoon
Chiniot Hills and Mountains	Hills/Mountains	Chiniot	https://maps.app.goo.gl/2PNY9YWLjsq7FvMh9	Low	All-day
Library Park	Park	Chiniot	https://maps.app.goo.gl/CQaSYQ5cgc2t4LYT6	Low	All-day
Sheesh Mahal	Palace	Chiniot	https://maps.app.goo.gl/Sh9h4sqJZt1wf3Jv9	Low	Afternoon
Fatima Jinah Park (Ladies Park) Chiniot	Park	Chiniot	https://maps.app.goo.gl/GpDQV26THiMgg3CQ8	Low	Evening
Quaid-e-Azam Park	Park	Chiniot	https://maps.app.goo.gl/ZxzSnYTU4XM87wrJ9	Low	All-day
Shalimar Park	Park	Chiniot	https://maps.app.goo.gl/wjjBkyQgmMczvwSB9	Low	All-day
CMH Mosque	Mosque	Jhelum	https://maps.app.goo.gl/d357uGp29sLRQhLk7	Low	Morning
Adventura Park	Adventure Park	Jhelum	https://maps.app.goo.gl/FHzjBxZGGDp2ijax5	Moderate	Evening
Vitasta View Point, Jhelum Cantonment	Viewpoint	Jhelum	https://maps.app.goo.gl/wMkdQZKJwnAPh9Fr9	Low	Evening
Raja Maan Singh Haveli	Haveli (Historical Mansion)	Jhelum	https://maps.app.goo.gl/BhXNcd8AArU2XELq7	Low	Afternoon
Jubilee Ghat	Ghat (Riverfront)	Jhelum	https://maps.app.goo.gl/nATtki1R7UdgMsKE7	Low	Evening
Citi Land Theme Park	Theme Park	Jhelum	https://maps.app.goo.gl/d9MGYx8tyrF3QkJJ6	Moderate	Evening
Shah Chand Wali Gate	Historical Gate	Jhelum	https://maps.app.goo.gl/ZzDky9erPKM7eeWM9	Low	Morning
Jhelum Bridge	Bridge	Jhelum	https://maps.app.goo.gl/HgEra6fQ8s9CGwZY7	Low	Evening
River Jhelum Tourist Point	River Tourist Point	Jhelum	https://maps.app.goo.gl/nr4eKzP8Qh29uoxWA	Low	Evening
Motion Ride	Amusement Ride	Jhelum	https://maps.app.goo.gl/hutPKx14xW71EynQ6	Moderate	Evening
Rohtas Fort	Fort	Jhelum	https://maps.app.goo.gl/dpBvas6KQqezzuk88	Low	All-day
River View Golf Course Park	Golf Course/Park	Jhelum	https://maps.app.goo.gl/ziSdvobWKSA755tn7	Low	Morning
Haveli Marquee	Event Venue/Marquee	Kamoke	https://maps.app.goo.gl/KU5uuXF3ryA6Faa16	Low	Night
Old Sabzi Mandi Park	Park	Khanewal	https://maps.app.goo.gl/8GgvPDPbTrV2RxyL6	Low	Evening
Askari Park	Park	Sadiqabad	https://maps.app.goo.gl/n2F8fnEJZxbP8u8g9	Low	Evening
Children Family Park	Family Park	Sadiqabad	https://maps.app.goo.gl/VKDAKa8pCkjdP3Q97	Low	Evening
Mir Fazli Mango Orchards	Orchard	Sadiqabad	https://maps.app.goo.gl/qvY4Njp9ypf9QEn66	Low	Morning
Darbar Baba Masoom Shah, muridke, Punjab, Pakistan	Shrine/Darbar	Muridke	https://maps.app.goo.gl/oYRKuujw2RjRVYa57	Low	All-day
Darbar Baba Ahmed Shah	Shrine/Darbar	Muridke	https://maps.app.goo.gl/4yzmJttCQoPxsmHp8	Low	All-day
Kingdom Water Park	Water Park	Muridke	https://maps.app.goo.gl/zA33siuVv8GrYeBG6	Moderate	Afternoon
Khanpur Canal	Canal (Waterway)	Khanpur	https://maps.app.goo.gl/8g7EPCKV3ZceJ9Fh7	Low	Morning
Rail bridge khanpur canal	Bridge	Khanpur	https://maps.app.goo.gl/jv1RWhQfdtRZpKnD7	Low	Afternoon
Darbar Baba Roshan Shah Wali	Shrine/Darbar	Khanpur	https://maps.app.goo.gl/sb2vgf7EFAzHBi256	Low	All-day
Bahawali Chowk Bahawalnagar	Town Square/Chowk	Bahawalnagar	https://maps.app.goo.gl/JbLZMoKEC49B5pYN9	Low	Night
Bahawalnagar Zoo	Zoo	Bahawalnagar	https://maps.app.goo.gl/waV1FQTPntFF2TtP8	Moderate	Morning
Boating Point	Boating Spot	Bahawalnagar	https://maps.app.goo.gl/XL1PvT5iKRzX6QgT8	Moderate	Evening
Monument of Burj-Al-Arab	Replica Monument	Mandi Bahauddin	https://maps.app.goo.gl/qEKfgx4U73hyQEJp6	Low	Night
Rasul Barrage	Barrage (Dam)	Mandi Bahauddin	https://maps.app.goo.gl/vgwBcY5etMUMnrUZ7	Low	Evening
Meraj Housing Attraction Monument	Monument	Daska	https://maps.app.goo.gl/tAy35ayM3GrQYuk96	Low	Night
Clock Tower Daska	Clock Tower	Daska	https://maps.app.goo.gl/ePa3AD8wak4DK9AM7	Low	Night
Darbar Hazrat Baba Farid Ud Din Ganj E Shakar RA	Shrine/Darbar	Pakpattan	https://maps.app.goo.gl/eQogqykcW4Lo65XC9	Low	All-day
PAF Aircraft	Aircraft Display/Museum Exhibit	Chakwal	https://maps.app.goo.gl/ZY19Zj61VdbG9DGB8	Low	Afternoon
Chakwal Canyons	Canyons (Natural Formation)	Chakwal	https://maps.app.goo.gl/qNMLfjyP7xAqHGEz9	Low	Morning
Neela Wahn Waterfall View	Waterfall	Chakwal	https://maps.app.goo.gl/ix25GeFK9qBQLroL6	Low	Morning
Canal Orchard Gojra	Orchard	Gojra	https://maps.app.goo.gl/jrbrJa9cQUCucjwj8	Low	Morning
Urban Forest Vehari	Urban Forest	Vehari	https://maps.app.goo.gl/LzTgQV9G9mUooDCy5	Low	Morning
Gulistan Safari Park	Safari Park	Chishtian	https://maps.app.goo.gl/8fjQMZB4FjLqtj6R9	Moderate	Morning
sukh chain garden Tehsil chishtian district Bahawalnagar	Garden	Chishtian	https://maps.app.goo.gl/KAUYKLBYjDbvbJJJ8	Low	Evening
Bab-e-Chishtian	Gate	Chishtian	https://maps.app.goo.gl/69SAgF5M5QPeuG3E7	Low	Night
Shrine of Hazrat Baba Taj ud Din Sarwar Chishti Shaheed(R.A.)	Shrine	Chishtian	https://maps.app.goo.gl/oo4UnYqSeVHeRTCk9	Low	All-day
Shrine of Hazrat Khwaja Noor Muhammad Maharvi R.A.	Shrine	Chishtian	https://maps.app.goo.gl/Svvo4BW3AN2YSdjPA	Low	All-day
Old Temple	Temple	Attock	https://maps.app.goo.gl/YqWig2TU9gULoX6V9	Low	Morning
Ratti Jinnah Hill Park	Hill Park	Attock	https://maps.app.goo.gl/sWvcAdYTPeXTXTcp6	Low	Morning
Attock Fort	Fort	Attock	https://maps.app.goo.gl/rxUdXD3DWkwtdy326	Low	Afternoon
Ghorah Maar Waterfall	Waterfall	Attock	https://maps.app.goo.gl/3icxDAQDYn85nvmP8	Low	Morning
Ziyarat Park Attock	Park	Attock	https://maps.app.goo.gl/nE9uM1tTifsWDTfk8	Low	Evening
Maqbara Attock	Tomb/Maqbara	Attock	https://maps.app.goo.gl/UNgV8TtAYCiGT9GA9	Low	Afternoon
Behram Ki Baradari, Attock, Punjab, Pakistan	Baradari (Pavilion)	Attock	https://maps.app.goo.gl/p1QqerVMmR9zGJ5q9	Low	Afternoon
Mehria Zoo And Park	Zoo/Park	Attock	https://maps.app.goo.gl/8kzB7fUFmmegXykUA	Moderate	Afternoon
Main Park Haider Garden	Park	Jaranwala	https://maps.app.goo.gl/nMbTt63ofootyEag9	Low	Evening
Jaranawala Zoo	Zoo	Jaranwala	https://maps.app.goo.gl/EHfLiGhqSbntnznh9	Moderate	Afternoon
Water Works Park Jaranwala	Park	Jaranwala	https://maps.app.goo.gl/6hUVGN9PGsWDA3Yg9	Low	Evening
Zeeshan Bajwa	Unknown (Possibly a local park or monument; name may refer to a person)	Hasilpur	https://maps.app.goo.gl/ZXbq8vnXS7ns4wBD6	Low	All-day
Rehman Town Park	Park	Hasilpur	https://maps.app.goo.gl/Xh4Su81faMDG54hd6	Low	Evening
Kamalia Forest	Forest	Kamalia	https://maps.app.goo.gl/q2rsMCRBdnec1du87	Low	Morning
Gurudwara Janam Asthan Nankana Sahib	Temple	Nankana sahib	https://maps.app.goo.gl/bpHmCMSJ9eq7GiEm7	Low	All-day
Gurudwara Bal Lila Sahib	Temple	Nankana sahib	https://maps.app.goo.gl/dRK1G2C2XMphRNsb7	Low	Morning
Gurudwara Mal Ji Sahib	Temple	Nankana sahib	https://maps.app.goo.gl/41gXtJg2mgFtdPtW9	Low	Morning
Gurudwara Kiara Sahib	Temple	Nankana sahib	https://maps.app.goo.gl/bFnNw6vkT4PXjjLT8	Low	Morning
Gurdwara Tambu Sahib	Temple	Nankana sahib	https://maps.app.goo.gl/7hebGfjFgpZizqGZ7	Low	Morning
Eiffel Tower	Replica Tower/Monument	Haroonabad	https://maps.app.goo.gl/QoKG8eNYHdoEkS2SA	Moderate	Night
Zabardast Town Park	Park	Haroonabad	https://maps.app.goo.gl/g7vZuMy18zLDzRUc7	Low	Evening
Al-Aziz Joyland Haroonabad	Amusement Park	Haroonabad	https://maps.app.goo.gl/F7C3nnzJURFQSPTXA	Moderate	Night
Mumtaz Park	Park	Kot Addu	https://maps.app.goo.gl/NWqSD2pAwjou5k9Y8	Low	Evening
Lal Suhanra National Park	National Park	Mian Channu	https://maps.app.goo.gl/6hs2jT76CGrQxq8BA	Low	All-day
Gulshan e Wahab Park	Park	Mian Channu	https://maps.app.goo.gl/pSArjFFkWkr9FY1Z9	Low	Evening
Dream Land Park	Park	Mian Channu	https://maps.app.goo.gl/pQcifKKSzEz21bG68	Moderate	Evening
Nalli waterfall	Waterfall	Khushab	https://maps.app.goo.gl/NKNcQs9eSbjMbHAg7	Low	Morning
Khura Stepwells , Soon Valley	Stepwells (Historical Water Structures)	Khushab	https://maps.app.goo.gl/r3Qirn5fVMdHsLuJ6	Low	Morning
Kabali Gate	Gate	Khushab	https://maps.app.goo.gl/VD86Amphr7Eq3iD78	Low	All-day
KHAWJA FARID PARK	Park	Rajanpur	https://maps.app.goo.gl/c9U5QUALXNnPctJ17	Low	Evening
Fakhar-e-Jahan Park	Park	Rajanpur	https://maps.app.goo.gl/cEhQQSUzkyBR5Sjk9	Low	Evening
Dharmarajika Stupa And Monastery	Buddhist Stupa/Monastery	Taxila	https://maps.app.goo.gl/RWHLbN5NADTC6cWM6	Low	Morning
Taxila Museum	Museum	Taxila	https://maps.app.goo.gl/XTFYF8dsjxyvX1jj8	Low	Afternoon
Julian Buddhist Stupa & Monastery	Buddhist Stupa/Monastery	Taxila	https://maps.app.goo.gl/qKbRmu1jtPaeCNqV9	Low	Morning
Faisal Hills Arc Monument	Monument (Arc)	Taxila	https://maps.app.goo.gl/4ZUyUHgqkuo3AZMx9	Low	Evening
Taxilian DERA	Adventure Camp/Rest Area	Taxila	https://maps.app.goo.gl/33bm2VGHXGR1exB47	Low	Night
Kunala Stupa and Monastery	Buddhist Stupa/Monastery	Taxila	https://maps.app.goo.gl/6VDuTAi1EafjLJuW7	Low	Morning
Sun Temple(700BC)	Ancient Temple	Taxila	https://maps.app.goo.gl/ca4iuTtpNV8VDeRP6	Low	Morning
